Danai,37438158433,27/05/1995,"Brasil,SE,Aracaju,Rua Maria Rosa Oliveira,795","",Danai@gmail.com
Dani,12748241795,27/09/1961,"Brasil,SE,Aracaju,Rua Santa Terezinha,1913","",Dani@gmail.com
Dânia,67806423773,13/03/1977,"Brasil,BA,Salvador,Rua 1º de Maio,721","",Dânia@gmail.com
Daniana,43431047613,27/05/1917,"Brasil,PA,Altamira,Rua Belo Monte,1916","",Daniana@gmail.com
Danida,68209587268,13/07/1916,"Brasil,CE,Quixadá,Rua Industrial Azziz Okka Baquit,1582","",Danida@gmail.com
Daniela,99201145351,01/02/1973,"Brasil,PR,Curitiba,Rua Luiz Carlos Alborguetti,1868","",Daniela@gmail.com
Danielle,46310448317,26/12/1992,"Brasil,PA,Ananindeua,Rua I,814","",Danielle@gmail.com
Danila,74349713492,27/03/1966,"Brasil,PI,Teresina,Rua Poeta Wilton Santos,164","",Danila@gmail.com
Danilo,36281347247,21/10/1971,"Brasil,BA,Salvador,Rua Mauro Cleyton,1335","",Danilo@gmail.com
Danina,62236627024,02/08/1963,"Brasil,DF,Brasília,Quadra SQS 111 Bloco H,767","",Danina@gmail.com
Danir,32018747024,25/07/1921,"Brasil,DF,Brasília,Quadra QR 431 Conjunto 37,1640","",Danir@gmail.com
Danis,69010012419,07/06/1960,"Brasil,CE,Juazeiro do Norte,Rua Esmeraldino Tavares de Souza,943","",Danis@gmail.com
Danise,89312352465,17/01/1965,"Brasil,MG,Padre Paraíso,Rua Araçuaí 199,360","",Danise@gmail.com
Danish,87303977435,13/11/1921,"Brasil,AM,Manaus,Avenida Marques da Silveira,1860","",Danish@gmail.com
Daniza,19318397160,05/09/1999,"Brasil,PI,Teresina,Rua Coronel Brandão,812","",Daniza@gmail.com
Dante,83673075696,23/04/1981,"Brasil,AC,Rio Branco,Rua Marcelino Champagnat,739","",Dante@gmail.com
Danúbia,24902947536,14/09/1953,"Brasil,RJ,Petrópolis,Servidão Manoel Caetano Ferreira,265","",Danúbia@gmail.com
Dany,13444269204,12/01/1973,"Brasil,RS,Rio Grande,Rua Tupanciretã,351","",Dany@gmail.com
Daphne,29416398956,10/01/2005,"Brasil,MG,Betim,Rua Vinte,137","",Daphne@gmail.com
Dara,11748790931,04/08/1981,"Brasil,SP,São Paulo,Praça Inácio da Costa Brito,607","",Dara@gmail.com
Darci,18489622834,01/11/1981,"Brasil,PB,João Pessoa,Rua São Dimas,178","",Darci@gmail.com
Darcília,41681124571,12/03/2001,"Brasil,SC,Blumenau,Rua Corupá,1830","",Darcília@gmail.com
Dárcio,23429988828,26/12/1990,"Brasil,MT,Cuiabá,Rua Professor Rubens de Carvalho,834","",Dárcio@gmail.com
Darcy,50267402027,22/06/1978,"Brasil,PE,Camaragibe,Rua Floriano Peixoto,198","",Darcy@gmail.com
Dária,40953250743,07/01/1918,"Brasil,AP,Macapá,Rua Rio Madeira,1820","",Dária@gmail.com
Darine,57790618945,15/07/1923,"Brasil,PB,Campina Grande,Rua Congonhas,79","",Darine@gmail.com
Dario,62813363733,15/06/1920,"Brasil,RJ,Teresópolis,Rua Eduardo Prado,36","",Dario@gmail.com
Dário,22333929450,12/03/1959,"Brasil,MA,São Luís,Avenida do Jenipapeiro,169","",Dário@gmail.com
Darius,74719090916,17/08/1992,"Brasil,ES,Serra,Rua E,950","",Darius@gmail.com
Darlene,90229759819,04/09/1958,"Brasil,TO,Araguaína,Rua Getúlio Vargas,1475","",Darlene@gmail.com
Darlindo,38101138221,01/07/1954,"Brasil,SE,Aracaju,Rua Gilma Moraes Amaral,783","",Darlindo@gmail.com
Darnel,63446760103,26/06/1977,"Brasil,SC,Criciúma,Rua Paulino Burigo,1115","",Darnel@gmail.com
Darnela,68136460474,24/03/1978,"Brasil,RJ,Duque de Caxias,Rua Irmã Dulce,471","",Darnela@gmail.com
Dart,85647435688,12/06/1980,"Brasil,PI,Picos,Rua João Nunes,1885","",Dart@gmail.com
Darvin,92368427272,21/05/1975,"Brasil,MA,São Luís,Rua V-24,1684","",Darvin@gmail.com
Das Candeias,71421264845,15/05/1975,"Brasil,PR,Curitiba,Rua Sebastião Santos,656","",Das Candeias@gmail.com
Daulina,31161247205,13/10/1992,"Brasil,ES,Colatina,Rua Tunísia,1367","",Daulina@gmail.com
Daurante,30955354141,24/04/1999,"Brasil,DF,Brasília,Quadra Quadra 303 Área Especial 47,597","",Daurante@gmail.com
Davi,54493695511,23/04/1955,"Brasil,RS,Porto Alegre,Rua Comendador Álvaro Guaspari,919","",Davi@gmail.com
David,80441660772,04/10/1918,"Brasil,AM,Manaus,Travessa Passo Fundo,1790","",David@gmail.com
David de Assis,84001936926,19/02/1924,"Brasil,RN,Natal,Rua Princesa Isabel,338","",David de Assis@gmail.com
David Santa Cruz,83636586146,20/10/1999,"Brasil,CE,Quixadá,Travessa José Alencar de Macêdo,1466","",David Santa Cruz@gmail.com
Davide,68578408036,16/12/1918,"Brasil,RS,Porto Alegre,Rua Sete Mil e Setenta,314","",Davide@gmail.com
Davina,56359083126,23/12/1922,"Brasil,PB,Santa Rita,Praça Deputado Luís Ribeiro Coutinho,1412","",Davina@gmail.com
Davínia,97161317029,14/02/1957,"Brasil,RR,Boa Vista,Rua Rio Negro,856","",Davínia@gmail.com
Davy,68488239167,22/12/1994,"Brasil,RR,Boa Vista,Rua Mandi,1072","",Davy@gmail.com
Dayenne,58218600471,11/02/1973,"Brasil,PA,Belém,Vila Destino,92","",Dayenne@gmail.com
De Arcelis,46383701185,21/08/2002,"Brasil,PR,Campo Mourão,Rua Topázio,358","",De Arcelis@gmail.com
Dea,87745258939,17/02/1964,"Brasil,AM,Manaus,Vila Elza,759","",Dea@gmail.com
Deandra,89100098052,10/10/2000,"Brasil,AC,Rio Branco,Rua Frei Thiago,497","",Deandra@gmail.com
Deandro,59191152162,07/09/1998,"Brasil,PR,Londrina,Travessa Goiânia,408","",Deandro@gmail.com
Débora,92633757270,21/06/1958,"Brasil,SP,Osasco,Viela Geraldo Alves de Carvalho,1417","",Débora@gmail.com
Deborah,51086176410,20/07/1969,"Brasil,RR,Boa Vista,Rua José Aleixo,1538","",Deborah@gmail.com
Décia,40043338628,08/06/1976,"Brasil,PE,Jaboatão dos Guararapes,Rua Suriname,1091","",Décia@gmail.com
Décimo,10856172754,02/07/1995,"Brasil,AC,Rio Branco,Rua Bogotá,1813","",Décimo@gmail.com
Degues,81813635027,20/10/2002,"Brasil,CE,Canafistula,Rua Canafístula, 1736","",Degues@gmail.com
Deidra,58815576792,02/02/1971,"Brasil,PE,Jaboatão dos Guararapes,14ª Travessa Maestro Nelson Ferreira,1439","",Deidra@gmail.com
Deisa,46831134447,07/05/1963,"Brasil,SC,Rio do Sul,Travessa Luiz Alves,228","",Deisa@gmail.com
Deise,71557863372,20/05/1998,"Brasil,PI,Teresina,Rua Baltasar Melo,1907","",Deise@gmail.com
Déisi,93607337148,15/08/1925,"Brasil,AL,Maceió,Rua Capela,79","",Déisi@gmail.com
Deivid,86576823427,16/02/1999,"Brasil,MG,Montes Claros,Rua Nove,1079","",Deivid@gmail.com
Deize,34491071707,11/07/1962,"Brasil,RR,Boa Vista,Avenida Capitão Ene Garcez 2427,23","",Deize@gmail.com
Dejair,55602080913,23/06/1921,"Brasil,PR,Paranaguá,Avenida Gabriel de Lara,1597","",Dejair@gmail.com
Dejalme,57398216917,01/06/1924,"Brasil,RO,Porto Velho,Rua Jundiá,131","",Dejalme@gmail.com
Dejanira,44189476784,02/11/1958,"Brasil,SP,São Paulo,Rua Buia,551","",Dejanira@gmail.com
Delani,73670655298,08/07/1976,"Brasil,PB,João Pessoa,Rua Alvino Ferreira,579","",Delani@gmail.com
Delany,78332155548,25/07/1974,"Brasil,SC,Joinville,Rua Raul Borges,1291","",Delany@gmail.com
Delbarque,85541731812,20/05/1923,"Brasil,AP,Macapá,Avenida dos Galibis,1834","",Delbarque@gmail.com
Délcio,31239759811,22/06/1975,"Brasil,SE,Aracaju,Rua Joana de Souza Bonfim,918","",Délcio@gmail.com
Delduque,34478929173,23/03/2000,"Brasil,AP,Macapá,Rua das Garças,1436","",Delduque@gmail.com
Dele,57598539666,05/04/1993,"Brasil,CE,Fortaleza,Travessa Moreira,738","",Dele@gmail.com
Deledina,64847493942,18/07/2001,"Brasil,MT,Cuiabá,Rua Samambaia,1639","",Deledina@gmail.com
Delfim,98453647032,12/01/1967,"Brasil,MG,Betim,Rua Dezenove,1069","",Delfim@gmail.com
Delfino,52571170680,14/08/1978,"Brasil,MT,Rondonópolis,Rua Um,1440","",Delfino@gmail.com
Délia,63092218161,16/09/1958,"Brasil,MG,Itajubá,Rua Alberto José Werdine,1503","",Délia@gmail.com
Deliana,31532299033,22/07/1919,"Brasil,SP,Piracicaba,Praça General Carlos Machado Bittencourt,957","",Deliana@gmail.com
Délio,72018409197,07/01/1926,"Brasil,AC,Rio Branco,Rua Nossa Senhora da Conceição,270","",Délio@gmail.com
Delisa,86017050730,08/11/1985,"Brasil,GO,Rio Verde,Rua 24,1741","",Delisa@gmail.com
Delman,35434169742,21/10/1980,"Brasil,MG,Belo Horizonte,Rua Edelzuith Frota Cruz,135","",Delman@gmail.com
Delmano,43279430971,15/07/2000,"Brasil,MA,São Luís,Rua São João Batista,1907","",Delmano@gmail.com
Delmar,92144947011,20/10/1954,"Brasil,RO,Ji-Paraná,Rua Francisco Pereira dos Santos,1299","",Delmar@gmail.com
Delmina,76992168079,04/07/1926,"Brasil,MT,Várzea Grande,Rua São Diego,421","",Delmina@gmail.com
Delminda,93396813715,18/01/1994,"Brasil,AL,Maceió,Quadra 21,287","",Delminda@gmail.com
Delmira,49105830880,25/07/1916,"Brasil,RO,Porto Velho,Rua Higienópolis,1841","",Delmira@gmail.com
Delmiro,69236106972,16/07/1922,"Brasil,AP,Macapá,Travessa Manoel Quaresma Mendes,413","",Delmiro@gmail.com
Delson,49912394178,16/06/1996,"Brasil,AL,Maceió,Rua Haroldo José da Costa,1194","",Delson@gmail.com
Delta,43741018503,08/01/1917,"Brasil,RO,Ariquemes,Avenida Taboca,743","",Delta@gmail.com
Deltina,21135974178,05/10/1920,"Brasil,MS,Campo Grande,Rua Delegado Carlos Roberto Bastos de Oliveira,506","",Deltina@gmail.com
Delton,26131410071,15/01/1978,"Brasil,PR,Maringá,Rua Rio Jordão,495","",Delton@gmail.com
Délvia,36706697971,26/01/2003,"Brasil,SP,Marília,Avenida João Spadoto,995","",Délvia@gmail.com
Delza,60669535820,27/05/1996,"Brasil,SE,Aracaju,Rua Maria Rosa Oliveira,908","",Delza@gmail.com
Demelza,93474077760,27/09/1962,"Brasil,SE,Aracaju,Rua Santa Terezinha,478","",Demelza@gmail.com
Deméter,47096971022,13/03/1978,"Brasil,BA,Salvador,Rua 1º de Maio,485","",Deméter@gmail.com
Demétria,48926890978,27/05/1918,"Brasil,PA,Altamira,Rua Belo Monte,1725","",Demétria@gmail.com
Demétrio,14736463535,13/07/1917,"Brasil,CE,Quixadá,Rua Industrial Azziz Okka Baquit,1463","",Demétrio@gmail.com
Demétrios,71075013983,01/02/1974,"Brasil,PR,Curitiba,Rua Luiz Carlos Alborguetti,40","",Demétrios@gmail.com
Dener,44018522677,26/12/1993,"Brasil,PA,Ananindeua,Rua I,864","",Dener@gmail.com
Déni,44818776523,27/03/1967,"Brasil,PI,Teresina,Rua Poeta Wilton Santos,805","",Déni@gmail.com
Dénia,53796089027,21/10/1972,"Brasil,BA,Salvador,Rua Mauro Cleyton,99","",Dénia@gmail.com
Denil,76587656115,02/08/1964,"Brasil,DF,Brasília,Quadra SQS 111 Bloco H,270","",Denil@gmail.com
Dénil,52412223539,25/07/1922,"Brasil,DF,Brasília,Quadra QR 431 Conjunto 38,325","",Dénil@gmail.com
Denilson,89328370117,07/06/1961,"Brasil,CE,Juazeiro do Norte,Rua Esmeraldino Tavares de Souza,1850","",Denilson@gmail.com
Dénio,67375181032,17/01/1966,"Brasil,MG,Padre Paraíso,Rua Araçuaí 200,431","",Dénio@gmail.com
Denis,43841191493,13/11/1922,"Brasil,AM,Manaus,Avenida Marques da Silveira,981","",Denis@gmail.com
Dénis,19761031611,05/09/2000,"Brasil,PI,Teresina,Rua Coronel Brandão,134","",Dénis@gmail.com
Denisa,33573106793,23/04/1982,"Brasil,AC,Rio Branco,Rua Marcelino Champagnat,1361","",Denisa@gmail.com
Denise,58527722807,14/09/1954,"Brasil,RJ,Petrópolis,Servidão Manoel Caetano Ferreira,958","",Denise@gmail.com
Deny,92848381661,12/01/1974,"Brasil,RS,Rio Grande,Rua Tupanciretã,1936","",Deny@gmail.com
Deodata,48243281039,10/01/1916,"Brasil,MG,Betim,Rua Vinte,399","",Deodata@gmail.com
Deodete,82468958979,04/08/1982,"Brasil,SP,São Paulo,Praça Inácio da Costa Brito,510","",Deodete@gmail.com
Deolindo,28007941565,01/11/1982,"Brasil,PB,João Pessoa,Rua São Dimas,33","",Deolindo@gmail.com
Deonel,42242553126,12/03/2002,"Brasil,SC,Blumenau,Rua Corupá,32","",Deonel@gmail.com
Deonilde,21420304368,26/12/1991,"Brasil,MT,Cuiabá,Rua Professor Rubens de Carvalho,1984","",Deonilde@gmail.com
Deopátria,71107940126,22/06/1979,"Brasil,PE,Camaragibe,Rua Floriano Peixoto,669","",Deopátria@gmail.com
Deotila,94296688256,07/01/1919,"Brasil,AP,Macapá,Rua Rio Madeira,504","",Deotila@gmail.com
Deótila,71309629107,15/07/1924,"Brasil,PB,Campina Grande,Rua Congonhas,667","",Deótila@gmail.com
Deotília,69044126749,15/06/1921,"Brasil,RJ,Teresópolis,Rua Eduardo Prado,1762","",Deotília@gmail.com
Dércio,91703230756,12/03/1960,"Brasil,MA,São Luís,Avenida do Jenipapeiro,1851","",Dércio@gmail.com
Dérgia,59035434810,17/08/1993,"Brasil,ES,Serra,Rua E,680","",Dérgia@gmail.com
Derisa,92243077269,04/09/1959,"Brasil,TO,Araguaína,Rua Getúlio Vargas,153","",Derisa@gmail.com
Derlinda,29459002929,01/07/1955,"Brasil,SE,Aracaju,Rua Gilma Moraes Amaral,171","",Derlinda@gmail.com
Derocila,19257082636,26/06/1978,"Brasil,SC,Criciúma,Rua Paulino Burigo,1276","",Derocila@gmail.com
Deroso,26618089256,24/03/1979,"Brasil,RJ,Duque de Caxias,Rua Irmã Dulce,617","",Deroso@gmail.com
Desclos,92478424162,12/06/1981,"Brasil,PI,Picos,Rua João Nunes,520","",Desclos@gmail.com
Desiré,77370772560,21/05/1976,"Brasil,MA,São Luís,Rua V-25,1370","",Desiré@gmail.com
Deus,61392248634,15/05/1976,"Brasil,PR,Curitiba,Rua Sebastião Santos,535","",Deus@gmail.com
Deusa,50559995515,13/10/1993,"Brasil,ES,Colatina,Rua Tunísia,1363","",Deusa@gmail.com
Deusa Bela,31808303265,24/04/2000,"Brasil,DF,Brasília,Quadra Quadra 303 Área Especial 48,1102","",Deusa Bela@gmail.com
Deusabela,62338605037,23/04/1956,"Brasil,RS,Porto Alegre,Rua Comendador Álvaro Guaspari,1876","",Deusabela@gmail.com
Deusdedito,44337471387,04/10/1919,"Brasil,AM,Manaus,Travessa Passo Fundo,899","",Deusdedito@gmail.com
Deusidino,20578112154,19/02/1925,"Brasil,RN,Natal,Rua Princesa Isabel,512","",Deusidino@gmail.com
Deva,34070835210,20/10/2000,"Brasil,CE,Quixadá,Travessa José Alencar de Macêdo,129","",Deva@gmail.com
Devis,27192721217,16/12/1919,"Brasil,RS,Porto Alegre,Rua Sete Mil e Setenta,619","",Devis@gmail.com
Dgiovanna,63800038008,23/12/1923,"Brasil,PB,Santa Rita,Praça Deputado Luís Ribeiro Coutinho,44","",Dgiovanna@gmail.com
Dhruva,32539652610,14/02/1958,"Brasil,RR,Boa Vista,Rua Rio Negro,1189","",Dhruva@gmail.com
Dialina,67707482279,22/12/1995,"Brasil,RR,Boa Vista,Rua Mandi,492","",Dialina@gmail.com
Diamantina,53813729014,11/02/1974,"Brasil,PA,Belém,Vila Destino,615","",Diamantina@gmail.com
Diamantino,59793601654,21/08/2003,"Brasil,PR,Campo Mourão,Rua Topázio,1557","Brasil,AP,Macapá,Travessa Moreira,1557",Diamantino@gmail.com
Diana,81601869452,17/02/1965,"Brasil,AM,Manaus,Vila Elza,1017","Brasil,CE,Fortaleza,Rua Samambaia,1017",Diana@gmail.com
Diandra,17842578684,10/10/2001,"Brasil,AC,Rio Branco,Rua Frei Thiago,1738","Brasil,MT,Cuiabá,Rua Dezenove,1738",Diandra@gmail.com
Didaco,29982180260,07/09/1999,"Brasil,PR,Londrina,Travessa Goiânia,411","Brasil,MG,Betim,Rua Um,411",Didaco@gmail.com
Didália,78595606214,21/06/1959,"Brasil,SP,Osasco,Viela Geraldo Alves de Carvalho,1124","Brasil,MT,Rondonópolis,Rua Alberto José Werdine,1124",Didália@gmail.com
Dídia,86413542732,20/07/1970,"Brasil,RR,Boa Vista,Rua José Aleixo,1587","Brasil,MG,Itajubá,Praça General Carlos Machado Bittencourt,1587",Dídia@gmail.com
Didiana,82867489772,08/06/1977,"Brasil,PE,Jaboatão dos Guararapes,Rua Suriname,119","Brasil,SP,Piracicaba,Rua Nossa Senhora da Conceição,119",Didiana@gmail.com
Didier,79070860865,02/07/1996,"Brasil,AC,Rio Branco,Rua Bogotá,266","Brasil,AC,Rio Branco,Rua 26,266",Didier@gmail.com
Diego,46441927317,20/10/2003,"Brasil,CE,Canafistula,Rua Canafístula, 479","Brasil,GO,Rio Verde,Rua Edelzuith Frota Cruz,479",Diego@gmail.com
Dieter,84621556262,02/02/1972,"Brasil,PE,Jaboatão dos Guararapes,15ª Travessa Maestro Nelson Ferreira,1237","Brasil,MG,Belo Horizonte,Rua São João Batista,1237",Dieter@gmail.com
Digna,49219766992,07/05/1964,"Brasil,SC,Rio do Sul,Travessa Luiz Alves,697","Brasil,MA,São Luís,Rua Francisco Pereira dos Santos,697",Digna@gmail.com
Dilan,82869616339,20/05/1999,"Brasil,PI,Teresina,Rua Baltasar Melo,1056","Brasil,RO,Ji-Paraná,Rua São Diego,1056",Dilan@gmail.com
Dilane,14814380377,15/08/1926,"Brasil,AL,Maceió,Rua Capela,1096","Brasil,MT,Várzea Grande,Quadra 23,1096",Dilane@gmail.com
Dilar,13140820215,16/02/2000,"Brasil,MG,Montes Claros,Rua Nove,349","Brasil,AL,Maceió,Rua Higienópolis,349",Dilar@gmail.com
Dilara,52637773892,11/07/1963,"Brasil,RR,Boa Vista,Avenida Capitão Ene Garcez 2428,1022","Brasil,RO,Porto Velho,Travessa Manoel Quaresma Mendes,1022",Dilara@gmail.com
Dilarmando,28951726535,23/06/1922,"Brasil,PR,Paranaguá,Avenida Gabriel de Lara,955","Brasil,AP,Macapá,Rua Haroldo José da Costa,955",Dilarmando@gmail.com
Dilea,92473945683,01/06/1925,"Brasil,RO,Porto Velho,Rua Jundiá,280","Brasil,AL,Maceió,Avenida Taboca,280",Dilea@gmail.com
Dilene,58260549225,02/11/1959,"Brasil,SP,São Paulo,Rua Buia,1227","Brasil,RO,Ariquemes,Rua Delegado Carlos Roberto Bastos de Oliveira,1227",Dilene@gmail.com
Dilermando,63336329909,08/07/1977,"Brasil,PB,João Pessoa,Rua Alvino Ferreira,51","Brasil,MS,Campo Grande,Rua Rio Jordão,51",Dilermando@gmail.com
Dília,64687500443,25/07/1975,"Brasil,SC,Joinville,Rua Raul Borges,1235","Brasil,PR,Maringá,Avenida João Spadoto,1235",Dília@gmail.com
Diliana,45708199185,20/05/1924,"Brasil,AP,Macapá,Avenida dos Galibis,653","Brasil,SP,Marília,Rua Maria Rosa Oliveira,653",Diliana@gmail.com
Dillarde,22419592162,22/06/1976,"Brasil,SE,Aracaju,Rua Joana de Souza Bonfim,1305","Brasil,SE,Aracaju,Rua Santa Terezinha,1305",Dillarde@gmail.com
Dilli,55041955472,23/03/2001,"Brasil,AP,Macapá,Rua das Garças,1321","Brasil,SE,Aracaju,Rua 1º de Maio,1321",Dilli@gmail.com
Dilma,83181988877,05/04/1994,"Brasil,CE,Fortaleza,Travessa Moreira,236","Brasil,BA,Salvador,Rua Belo Monte,236",Dilma@gmail.com
Dilora,34712454069,18/07/2002,"Brasil,MT,Cuiabá,Rua Samambaia,527","Brasil,PA,Altamira,Rua Industrial Azziz Okka Baquit,527",Dilora@gmail.com
Dilsa,21439913263,12/01/1968,"Brasil,MG,Betim,Rua Dezenove,1470","Brasil,CE,Quixadá,Rua Luiz Carlos Alborguetti,1470",Dilsa@gmail.com
Dilson,49044379405,14/08/1979,"Brasil,MT,Rondonópolis,Rua Um,1617","Brasil,PR,Curitiba,Rua I,1617",Dilson@gmail.com
Dilva,49643107622,16/09/1959,"Brasil,MG,Itajubá,Rua Alberto José Werdine,1059","Brasil,PA,Ananindeua,Rua Poeta Wilton Santos,1059",Dilva@gmail.com
Dilza,46854570856,22/07/1920,"Brasil,SP,Piracicaba,Praça General Carlos Machado Bittencourt,702","Brasil,PI,Teresina,Rua Mauro Cleyton,702",Dilza@gmail.com
Dimas,94165981081,07/01/1927,"Brasil,AC,Rio Branco,Rua Nossa Senhora da Conceição,1453","Brasil,BA,Salvador,Quadra SQS 111 Bloco H,1453",Dimas@gmail.com
Dina,34857530013,08/11/1986,"Brasil,GO,Rio Verde,Rua 25,1601","Brasil,DF,Brasília,Quadra QR 431 Conjunto 40,1601",Dina@gmail.com
Diná,63264532401,21/10/1981,"Brasil,MG,Belo Horizonte,Rua Edelzuith Frota Cruz,289","Brasil,DF,Brasília,Rua Esmeraldino Tavares de Souza,289",Diná@gmail.com
Dinah,63054230024,15/07/2001,"Brasil,MA,São Luís,Rua São João Batista,1148","Brasil,CE,Juazeiro do Norte,Rua Araçuaí 202,1148",Dinah@gmail.com
Dinamarquina,48206051031,20/10/1955,"Brasil,RO,Ji-Paraná,Rua Francisco Pereira dos Santos,1081","Brasil,MG,Padre Paraíso,Avenida Marques da Silveira,1081",Dinamarquina@gmail.com
Dinamene,58495372938,04/07/1927,"Brasil,MT,Várzea Grande,Rua São Diego,1033","Brasil,AM,Manaus,Rua Coronel Brandão,1033",Dinamene@gmail.com
Dinar,69122876918,18/01/1995,"Brasil,AL,Maceió,Quadra 22,1499","Brasil,PI,Teresina,Rua Marcelino Champagnat,1499",Dinar@gmail.com
Dinara,59285628679,25/07/1917,"Brasil,RO,Porto Velho,Rua Higienópolis,436","Brasil,AC,Rio Branco,Servidão Manoel Caetano Ferreira,436",Dinara@gmail.com
Dinarda,12791863593,16/07/1923,"Brasil,AP,Macapá,Travessa Manoel Quaresma Mendes,285","Brasil,RJ,Petrópolis,Rua Tupanciretã,285",Dinarda@gmail.com
Dinare,40290849952,16/06/1997,"Brasil,AL,Maceió,Rua Haroldo José da Costa,524","Brasil,RS,Rio Grande,Rua Vinte,524",Dinare@gmail.com
Dinarta,50497142042,08/01/1918,"Brasil,RO,Ariquemes,Avenida Taboca,951","Brasil,MG,Betim,Praça Inácio da Costa Brito,951",Dinarta@gmail.com
Dinarte,18332223789,05/10/1921,"Brasil,MS,Campo Grande,Rua Delegado Carlos Roberto Bastos de Oliveira,560","Brasil,SP,São Paulo,Rua São Dimas,560",Dinarte@gmail.com
Dineia,59609716594,15/01/1979,"Brasil,PR,Maringá,Rua Rio Jordão,471","Brasil,PB,João Pessoa,Rua Corupá,471",Dineia@gmail.com
Dinêz,38599141263,26/01/2004,"Brasil,SP,Marília,Avenida João Spadoto,660","Brasil,SC,Blumenau,Rua Professor Rubens de Carvalho,660",Dinêz@gmail.com
Dinis,91001384174,27/05/1997,"Brasil,SE,Aracaju,Rua Maria Rosa Oliveira,1940","Brasil,MT,Cuiabá,Rua Floriano Peixoto,1940",Dinis@gmail.com
Dinisa,67710325927,27/09/1963,"Brasil,SE,Aracaju,Rua Santa Terezinha,182","Brasil,PE,Camaragibe,Rua Rio Madeira,182",Dinisa@gmail.com
Dinita,69423911301,13/03/1979,"Brasil,BA,Salvador,Rua 1º de Maio,953","Brasil,AP,Macapá,Rua Congonhas,953",Dinita@gmail.com
Diniz,36497624740,27/05/1919,"Brasil,PA,Altamira,Rua Belo Monte,1722","Brasil,PB,Campina Grande,Rua Eduardo Prado,1722",Diniz@gmail.com
Dinízia,97929803758,13/07/1918,"Brasil,CE,Quixadá,Rua Industrial Azziz Okka Baquit,353","Brasil,RJ,Teresópolis,Avenida do Jenipapeiro,353",Dinízia@gmail.com
Dino,11384173740,01/02/1975,"Brasil,PR,Curitiba,Rua Luiz Carlos Alborguetti,1999","Brasil,MA,São Luís,Rua E,1999",Dino@gmail.com
Dinora,76064738130,26/12/1994,"Brasil,PA,Ananindeua,Rua I,607","Brasil,ES,Serra,Rua Getúlio Vargas,607",Dinora@gmail.com
Dioclécio,84825149008,27/03/1968,"Brasil,PI,Teresina,Rua Poeta Wilton Santos,813","Brasil,TO,Araguaína,Rua Gilma Moraes Amaral,813",Dioclécio@gmail.com
Diogho,64177605710,21/10/1973,"Brasil,BA,Salvador,Rua Mauro Cleyton,939","Brasil,SE,Aracaju,Rua Paulino Burigo,939",Diogho@gmail.com
Diogo,58844102973,02/08/1965,"Brasil,DF,Brasília,Quadra SQS 111 Bloco H,831","Brasil,SC,Criciúma,Rua Irmã Dulce,831",Diogo@gmail.com
Diogo Maria,59367210309,25/07/1923,"Brasil,DF,Brasília,Quadra QR 431 Conjunto 39,764","Brasil,RJ,Duque de Caxias,Rua João Nunes,764",Diogo Maria@gmail.com
Diolária,30310307044,07/06/1962,"Brasil,CE,Juazeiro do Norte,Rua Esmeraldino Tavares de Souza,471","Brasil,PI,Picos,Rua V-27,471",Diolária@gmail.com
Dione,96625365813,17/01/1967,"Brasil,MG,Padre Paraíso,Rua Araçuaí 201,1543","Brasil,MA,São Luís,Rua Sebastião Santos,1543",Dione@gmail.com
Dionilde,89837015681,13/11/1923,"Brasil,AM,Manaus,Avenida Marques da Silveira,162","Brasil,PR,Curitiba,Rua Tunísia,162",Dionilde@gmail.com
Dionísia,35603332698,05/09/2001,"Brasil,PI,Teresina,Rua Coronel Brandão,309","Brasil,ES,Colatina,Quadra Quadra 303 Área Especial 50,309",Dionísia@gmail.com
Diorema,21825144972,23/04/1983,"Brasil,AC,Rio Branco,Rua Marcelino Champagnat,1798","Brasil,DF,Brasília,Rua Comendador Álvaro Guaspari,1798",Diorema@gmail.com
Diorino,80979201948,14/09/1955,"Brasil,RJ,Petrópolis,Servidão Manoel Caetano Ferreira,1198","Brasil,RS,Porto Alegre,Travessa Passo Fundo,1198",Diorino@gmail.com
Diosália,35134229179,12/01/1975,"Brasil,RS,Rio Grande,Rua Tupanciretã,621","Brasil,AM,Manaus,Rua Princesa Isabel,621",Diosália@gmail.com
Diotil,61558803097,10/01/1917,"Brasil,MG,Betim,Rua Vinte,125","Brasil,RN,Natal,Travessa José Alencar de Macêdo,125",Diotil@gmail.com
Diquel,48032480621,04/08/1983,"Brasil,SP,São Paulo,Praça Inácio da Costa Brito,1953","Brasil,CE,Quixadá,Rua Sete Mil e Setenta,1953",Diquel@gmail.com
Dirajaia,65676475469,01/11/1983,"Brasil,PB,João Pessoa,Rua São Dimas,1221","Brasil,RS,Porto Alegre,Praça Deputado Luís Ribeiro Coutinho,1221",Dirajaia@gmail.com
Dirce,57101497744,12/03/2003,"Brasil,SC,Blumenau,Rua Corupá,1668","Brasil,PB,Santa Rita,Rua Rio Negro,1668",Dirce@gmail.com
Dircea,91108573442,26/12/1992,"Brasil,MT,Cuiabá,Rua Professor Rubens de Carvalho,1361","Brasil,RR,Boa Vista,Rua Mandi,1361",Dircea@gmail.com
Dircila,44607492436,22/06/1980,"Brasil,PE,Camaragibe,Rua Floriano Peixoto,1554","Brasil,RR,Boa Vista,Vila Destino,1554",Dircila@gmail.com
